-2.930894111770201427e-01,-2.577783117548927416e-01,6.124990358449911021e-02,0.000000000000000000e+00
1.220701515378299906e-01,-4.290853171264448762e-01,1.736209033721754225e-02,0.000000000000000000e+00
-4.485624576937878860e-01,-1.037927113951023078e-01,1.995084197887876665e-01,0.000000000000000000e+00
1.316469870029037259e-01,-1.389357486245421623e-02,-1.537349171298250661e-01,0.000000000000000000e+00
-1.284932935417324416e-02,4.867775308653780053e-01,1.188182112725861966e-01,1.000000000000000000e+00
2.930797989149382388e-01,-5.007757264503805983e-01,7.773992201978222050e-02,0.000000000000000000e+00
2.991139679423156506e-01,3.355847782683935576e-01,1.753717894329709925e-01,0.000000000000000000e+00
4.552810497581127880e-02,2.338221689227147349e-01,7.558630343937682017e-02,0.000000000000000000e+00
-4.883785191949140403e-01,-7.289752204743940589e-02,1.520704843111823357e-01,0.000000000000000000e+00
-2.799379191594483229e-01,-1.844420400185177167e-01,1.562851943008222999e-01,0.000000000000000000e+00
1.027104462748369348e-02,4.457138359217214241e-01,4.023998105192281849e-01,0.000000000000000000e+00
9.695962418177282716e-02,-2.850194185244884770e-01,4.280123498004090865e-01,0.000000000000000000e+00
-4.424322014760839195e-01,1.917910936143448486e-01,6.439572399058499097e-02,0.000000000000000000e+00
-4.562654608662677358e-01,-8.891791172718098435e-02,4.092399913226618113e-01,0.000000000000000000e+00
-3.369172651756792702e-01,3.175329173967270102e-01,2.041439110155567060e-02,0.000000000000000000e+00
1.069318131471957006e-01,1.411383867505555112e-01,-1.648788983772347394e-01,0.000000000000000000e+00
1.244731251856859844e-01,-3.581193165960854241e-01,1.736180236274182109e-01,0.000000000000000000e+00
4.704329124431803621e-01,-1.808926491134505155e-01,3.211203851160443490e-01,0.000000000000000000e+00
2.111640849062902670e-01,3.532841911735639107e-01,6.752945932306014809e-02,0.000000000000000000e+00
-1.298797064546314550e-01,-3.579710524047746006e-02,-1.449541950405195678e-01,0.000000000000000000e+00
2.347392703610108877e-01,-1.683654123503820418e-02,-2.223552152024954875e-01,0.000000000000000000e+00
1.315701012179102715e-02,-3.607188223844633446e-01,6.212950633710793286e-02,0.000000000000000000e+00
3.346636968770425047e-01,3.033938813563422099e-01,3.866135591362112600e-01,0.000000000000000000e+00
4.873824015588599373e-02,1.019311086292796070e-01,2.105292722967078492e-02,0.000000000000000000e+00
-1.446877627962247226e-01,-1.866376509463602285e-01,-2.652511727339648129e-01,0.000000000000000000e+00
-4.327122663296307792e-01,-8.432850265188011896e-02,2.795555705642768785e-01,0.000000000000000000e+00
-4.129454966451529541e-01,-7.035621245244720601e-02,-2.603272611178842344e-01,0.000000000000000000e+00
-5.734962709577482443e-01,-1.918080641668911679e-01,1.725964460575625248e-01,0.000000000000000000e+00
1.488452651529857396e-01,-3.268499367571901792e-02,-7.013326298109993917e-02,0.000000000000000000e+00
-4.605174137690501435e-01,-7.451401391680498310e-02,3.504865518430329563e-01,0.000000000000000000e+00
4.380184691745248049e-01,-3.339807921938607316e-01,3.412976237830109283e-01,0.000000000000000000e+00
-1.237182554447099486e-01,8.713433239364239136e-02,2.126338454834478600e-02,0.000000000000000000e+00
2.166964573333262090e-01,-2.085171394767204867e-01,-1.533127942774555053e-01,0.000000000000000000e+00
-1.499625506971288824e-02,3.433477603193300087e-01,-2.861829036688293693e-01,1.000000000000000000e+00
-3.342909751717285660e-01,-2.241949640797818444e-01,1.128388341781750431e-01,0.000000000000000000e+00
3.566942352900377006e-02,3.036660602009237930e-01,-1.258032225260687087e-01,0.000000000000000000e+00
-4.144376541478149711e-01,1.468719238455245546e-01,-1.274581736290949507e-01,0.000000000000000000e+00
-5.054143552735402833e-01,-1.682087267662179253e-01,2.458957547476140759e-01,0.000000000000000000e+00
6.461791286601152595e-02,4.785843559322423002e-01,4.528441612728248411e-01,0.000000000000000000e+00
-5.337646452044304546e-01,-6.501478817551281653e-02,3.394800275484974317e-01,0.000000000000000000e+00
-4.273726546102745161e-01,-6.224502688459718908e-02,3.240504011980727128e-01,0.000000000000000000e+00
-6.221434769487105276e-01,-1.230932122615722296e-01,2.678832284638845151e-01,0.000000000000000000e+00
-3.665876451174234635e-02,-3.446218380690854177e-01,6.804837304427020783e-02,0.000000000000000000e+00
3.511241936437071998e-02,1.871169800201897271e-01,1.622142970733396472e-01,0.000000000000000000e+00
2.832272062272147561e-01,-1.716761170109837864e-01,2.444044668474593396e-01,0.000000000000000000e+00
-1.807399270951198511e-01,2.973710728268252890e-01,8.650106687564537711e-02,0.000000000000000000e+00
4.665014027456113599e-01,-1.086454327348904299e-02,3.509421445535536588e-01,0.000000000000000000e+00
-4.341627778506376156e-01,1.286251306060005872e-01,3.421609424817483036e-02,0.000000000000000000e+00
4.641421105211325226e-01,5.370912896516717022e-03,1.852323434932546253e-01,0.000000000000000000e+00
2.128331362953639339e-01,-4.785570123149471833e-01,3.900466537613329204e-02,0.000000000000000000e+00
-3.356401293204105407e-01,-3.446921387350227461e-01,-6.170594274599149054e-02,0.000000000000000000e+00
-5.547148593329594146e-02,8.266779551123559777e-02,1.159642755207830750e-01,0.000000000000000000e+00
-2.544235768682762133e-01,-1.994697372200112950e-01,1.286693968773849617e-01,0.000000000000000000e+00
3.536495107320836717e-01,-4.283047514005929868e-01,3.768550080942136282e-01,0.000000000000000000e+00
1.318891949328594715e-01,-4.022559838804903309e-01,1.419359748044160541e-01,0.000000000000000000e+00
-4.806895336611625713e-01,-1.982687122177053951e-01,1.439283589149862597e-01,0.000000000000000000e+00
-5.345637598117821687e-01,-2.916341842417846664e-01,6.293679771843492532e-02,0.000000000000000000e+00
6.433685286683547833e-02,-4.390996814858544664e-03,-3.109393672526323815e-01,1.000000000000000000e+00
4.181989374221545264e-01,-3.472407720420720434e-01,2.625745955659317121e-01,0.000000000000000000e+00
3.601640401567443028e-01,-3.657099021796536009e-01,6.477120126056193361e-02,0.000000000000000000e+00
-1.947685672561524639e-01,2.246599738827487203e-01,-7.095671585429817740e-02,0.000000000000000000e+00
-1.811025202848186855e-01,1.425949410214942259e-01,-3.222307088219496241e-02,0.000000000000000000e+00
-5.638829780582802487e-01,-6.748782283708384955e-02,3.557860662548927300e-01,0.000000000000000000e+00
-1.103320855310817861e-01,-2.358418346607709104e-01,-5.199542813265810304e-02,0.000000000000000000e+00
1.076102758074164306e-01,2.348594903559369507e-01,1.536583045123592617e-01,0.000000000000000000e+00
2.062099315507751607e-01,-4.245992239021610937e-01,1.120376241064657968e-01,0.000000000000000000e+00
-1.289138083563438897e-02,-3.206672037223917138e-01,9.350086657729558826e-02,0.000000000000000000e+00
-4.695303196423233349e-01,-1.295126072669260942e-01,2.987223664136679502e-01,0.000000000000000000e+00
-4.232903710988988877e-01,-2.140079206619132091e-01,-4.694441072636200418e-02,0.000000000000000000e+00
-2.261119207630674088e-01,-1.981669813276465408e-01,-2.837335243352684944e-01,0.000000000000000000e+00
-3.646320450868109075e-01,3.648031737536273217e-02,-8.586699165677211254e-02,0.000000000000000000e+00
2.793281465126324914e-01,3.103790315307507486e-01,2.785682954522451515e-01,0.000000000000000000e+00
-4.888865519319688380e-01,-7.552665585718293384e-02,2.207978187182877555e-02,0.000000000000000000e+00
3.826686629688726970e-01,1.549501819403556191e-01,3.728494329202923230e-01,0.000000000000000000e+00
3.152520789952185654e-01,-4.335069686173381731e-01,3.037568894788509888e-01,0.000000000000000000e+00
2.139878972777664867e-01,-1.549999620829315417e-01,1.519189121580979962e-01,0.000000000000000000e+00
4.068844527476737638e-01,-1.476132773398729399e-02,2.513602599094710843e-01,0.000000000000000000e+00
-3.906463957926328834e-02,-2.255268713355446097e-01,-3.620372686446185484e-01,0.000000000000000000e+00
9.462719664809772849e-03,-3.619245602727999001e-01,2.694441605278447265e-03,0.000000000000000000e+00
1.853648939238111137e-01,-3.288848909814282018e-01,4.423205850234798731e-01,0.000000000000000000e+00
9.045061146853000666e-02,1.138923788361125705e-01,1.642086403834912278e-01,0.000000000000000000e+00
4.190057823103121026e-01,-1.670155301266685877e-01,3.589401889252192834e-01,0.000000000000000000e+00
2.674058870348116623e-01,1.391343259568085244e-01,1.481916156366948623e-01,0.000000000000000000e+00
-6.050114948600949366e-02,3.034389127752594728e-01,-1.300004963106711764e-01,0.000000000000000000e+00
5.036768093801650137e-01,-2.836919319130555128e-03,3.500448286344667315e-01,0.000000000000000000e+00
-3.726016430043361805e-01,-6.297081449896514693e-02,3.707012111812065802e-01,0.000000000000000000e+00
-1.990230740282162847e-01,-3.838795034632553477e-02,2.585872617793874909e-02,0.000000000000000000e+00
4.500257813340326485e-01,1.918153197113637298e-01,2.780915279407094598e-01,0.000000000000000000e+00
1.575445661652082399e-02,2.879057483766404024e-01,-3.570679083114303848e-02,0.000000000000000000e+00
2.292262200563866537e-01,-4.776067827528731602e-01,7.800636922194283118e-02,0.000000000000000000e+00
4.280090393236540280e-01,-3.233002627834900000e-01,3.947374387749255087e-01,0.000000000000000000e+00
-4.039628921164351572e-01,-6.968472831074308538e-02,3.418291813766641818e-01,0.000000000000000000e+00
1.199521265355942279e-01,4.073380124272965030e-01,1.878746294434803787e-01,0.000000000000000000e+00
7.648483747459482174e-02,1.697369667874817634e-01,-1.848542608521859254e-01,1.000000000000000000e+00
1.441348639569956236e-01,-2.217167397614464019e-01,4.340625295923931093e-01,0.000000000000000000e+00
-5.113098435834835254e-01,-7.508372325931922386e-02,2.001310941755287676e-01,0.000000000000000000e+00
-2.204180519921300208e-01,-3.292530300860488923e-01,-1.062288380266912663e-01,0.000000000000000000e+00
4.231487537388769482e-01,2.203803263790537759e-01,9.149655358877185896e-02,0.000000000000000000e+00
-2.952704371070771217e-01,-3.701964486166275381e-01,-1.709869586199386227e-01,0.000000000000000000e+00
-1.956680536368615442e-01,7.508208314795460254e-03,1.059897677532618959e-01,0.000000000000000000e+00
-3.972185967472270929e-01,-6.431683060702289567e-02,2.298221733429890445e-01,0.000000000000000000e+00
4.806467181881103334e-01,-1.804309236378444092e-01,2.775723252250934525e-01,0.000000000000000000e+00
9.737492113139625816e-02,9.630186195774741165e-02,8.654448661641357676e-02,1.000000000000000000e+00
4.400799315373832982e-02,2.909228621889577426e-01,-1.464752852686944558e-02,0.000000000000000000e+00
